code,date,score,rank
600023,2018-12-28,1.2087750512445656,6
600547,2018-12-28,1.1990770701960116,7
601998,2018-12-28,1.1937986896035857,8
600015,2018-12-28,1.1662755752696154,9
601985,2018-12-28,1.1031753167514806,10
601006,2018-12-28,1.070108529092444,11
601169,2018-12-28,1.0482564914731107,12
600150,2018-12-28,1.0064561478241083,13
600795,2018-12-28,0.9920295536779166,14
975,2018-12-28,0.956712799937098,15
600919,2018-12-28,0.9518398655900184,16
600183,2018-12-28,0.9318793936442851,17
600089,2018-12-28,0.9122289988988475,18
600926,2018-12-28,0.9019031804446125,19
601618,2018-12-28,0.8792658312750806,20
600000,2018-12-28,0.8671686411978681,21
601328,2018-12-28,0.8174304817143742,22
600011,2018-12-28,0.8141378033287779,23
630,2018-12-28,0.7998545313342459,24
601166,2018-12-28,0.7784445425966048,25
2142,2018-12-28,0.7668036562658035,26
600039,2018-12-28,0.7311039427441486,27
600027,2018-12-28,0.7057702798997605,28
601229,2018-12-28,0.6906959802489195,29
601009,2018-12-28,0.6866191071938719,30
600926,2019-01-31,1.2330378480922537,1
600015,2019-01-31,1.1798490021295809,2
601985,2019-01-31,1.1613811087301829,3
600919,2019-01-31,1.1499766341453819,4
600023,2019-01-31,1.1174055830980203,5
601169,2019-01-31,1.1089048029244075,6
2714,2019-01-31,1.0274686988758097,7
600674,2019-01-31,0.9971052095617067,8
600875,2019-01-31,0.9399697991322498,9
600900,2019-01-31,0.9133360922198687,10
600406,2019-01-31,0.9038055686605012,11
601998,2019-01-31,0.881285458809519,12
601006,2019-01-31,0.8720131941601817,13
600570,2019-01-31,0.863425060409265,14
600000,2019-01-31,0.839316499412952,15
601898,2019-01-31,0.8312461125030391,16
601857,2019-01-31,0.8148816793420752,17
300498,2019-01-31,0.8108517690969214,18
600886,2019-01-31,0.8106639638794846,19
2142,2019-01-31,0.7964771714981501,20
601088,2019-01-31,0.7833291129869829,21
601012,2019-01-31,0.7812892225615844,22
338,2019-01-31,0.7723686530793453,23
601229,2019-01-31,0.7716777291369151,24
601166,2019-01-31,0.7654423539078817,25
601872,2019-01-31,0.7177146142970664,26
600547,2019-01-31,0.7061037711359001,27
601669,2019-01-31,0.6887021765195472,28
601328,2019-01-31,0.6820529335710527,29
601117,2019-01-31,0.6703701979810367,30
600023,2019-02-28,1.1221140469456328,1
600570,2019-02-28,0.9438500715832688,2
600900,2019-02-28,0.8840552400635001,3
601898,2019-02-28,0.8785074378762459,4
600547,2019-02-28,0.873022552294589,5
300014,2019-02-28,0.8395952348094132,6
300498,2019-02-28,0.8143856528934729,7
601006,2019-02-28,0.807304484121202,8
2074,2019-02-28,0.804468044650451,9
600674,2019-02-28,0.7891166433687528,10
157,2019-02-28,0.7097648522525648,11
601012,2019-02-28,0.7053876211879772,12
601727,2019-02-28,0.6862159296476728,13
2714,2019-02-28,0.6753773472203637,14
600025,2019-02-28,0.6661472777738487,15
601117,2019-02-28,0.6627607801945757,16
600039,2019-02-28,0.6567370797130874,17
601857,2019-02-28,0.6441199307120177,18
600015,2019-02-28,0.6358333753786545,19
601872,2019-02-28,0.6300187776937686,20
600875,2019-02-28,0.5944983890220735,21
601169,2019-02-28,0.5773910876270233,22
2142,2019-02-28,0.5706560896804344,23
2736,2019-02-28,0.5653255694101453,24
600999,2019-02-28,0.5508678005608009,25
600886,2019-02-28,0.542871019678143,26
601985,2019-02-28,0.5382405447971185,27
600000,2019-02-28,0.5338218501748148,28
600438,2019-02-28,0.5259123245987312,29
601628,2019-02-28,0.5258403840301292,30
600900,2019-03-29,1.0084716669692304,1
600023,2019-03-29,0.986158180549212,2
2475,2019-03-29,0.9426028423463558,3
858,2019-03-29,0.9187113754930607,4
601006,2019-03-29,0.8006824278738311,5
600025,2019-03-29,0.7970468733227137,6
600886,2019-03-29,0.7344923983373062,7
603369,2019-03-29,0.7342031452170433,8
600585,2019-03-29,0.7334436563235555,9
651,2019-03-29,0.7235691200168035,10
600018,2019-03-29,0.6764254531300335,11
300498,2019-03-29,0.6740845019706562,12
157,2019-03-29,0.6709002761468429,13
1979,2019-03-29,0.669591921898374,14
600674,2019-03-29,0.6671812779809896,15
601012,2019-03-29,0.659949724344834,16
2714,2019-03-29,0.6515958270449896,17
600015,2019-03-29,0.6515827882892248,18
2142,2019-03-29,0.6506234242384185,19
601169,2019-03-29,0.6121438661266457,20
601058,2019-03-29,0.5842071924641253,21
600000,2019-03-29,0.5801933071822932,22
568,2019-03-29,0.5764213310914618,23
601898,2019-03-29,0.5548472559680251,24
601225,2019-03-29,0.5462174679015773,25
600039,2019-03-29,0.5367591146749444,26
300014,2019-03-29,0.5232120649993214,27
600036,2019-03-29,0.5207094180876455,28
600438,2019-03-29,0.5180127394029225,29
600183,2019-03-29,0.516158467897799,30
858,2019-04-30,1.0069440444697837,1
600438,2019-04-30,0.9426770573043052,2
2475,2019-04-30,0.9381959686747708,3
600023,2019-04-30,0.9145917346948086,4
601006,2019-04-30,0.8886954814817827,5
568,2019-04-30,0.8784123192580604,6
2648,2019-04-30,0.8705084197012204,7
601058,2019-04-30,0.8531921047339116,8
600900,2019-04-30,0.8507793795889125,9
600886,2019-04-30,0.8154202052773535,10
2142,2019-04-30,0.7877091120189217,11
300274,2019-04-30,0.7682857925546566,12
300014,2019-04-30,0.7490543207869935,13
601898,2019-04-30,0.7331622512599226,14
601229,2019-04-30,0.714468550568404,15
600025,2019-04-30,0.7101552118159042,16
600150,2019-04-30,0.7056202389144013,17
600660,2019-04-30,0.6456981379562565,18
600585,2019-04-30,0.6324065976067156,19
601919,2019-04-30,0.6295043762015038,20
601169,2019-04-30,0.6038599890120083,21
600674,2019-04-30,0.596913617348106,22
2714,2019-04-30,0.5740864365274251,23
2384,2019-04-30,0.5708208922673436,24
2001,2019-04-30,0.5679389114934443,25
601633,2019-04-30,0.5649553796800172,26
600919,2019-04-30,0.5649125143399284,27
600000,2019-04-30,0.5633270016253658,28
600309,2019-04-30,0.5433850950313789,29
600061,2019-04-30,0.5284556116367968,30
600900,2019-05-31,1.51814565286269,1
601006,2019-05-31,1.0311778311635738,2
2142,2019-05-31,1.007554012481872,3
600023,2019-05-31,1.0039450867421118,4
600015,2019-05-31,0.9535829992228771,5
568,2019-05-31,0.9192090040388852,6
601998,2019-05-31,0.8972232840790656,7
600886,2019-05-31,0.8937481304460176,8
600025,2019-05-31,0.88508062338873,9
2714,2019-05-31,0.8561975935269771,10
600674,2019-05-31,0.8390244781191284,11
300014,2019-05-31,0.8260163123819181,12
600547,2019-05-31,0.8185866146058745,13
1979,2019-05-31,0.8093894231381867,14
601229,2019-05-31,0.805548665513474,15
600183,2019-05-31,0.7900677736051248,16
601888,2019-05-31,0.7830986291434964,17
600919,2019-05-31,0.7602203782261715,18
600011,2019-05-31,0.759563910936056,19
600438,2019-05-31,0.7470949024480852,20
600000,2019-05-31,0.7450262005583074,21
300015,2019-05-31,0.731957880899369,22
600585,2019-05-31,0.7147242089731227,23
600489,2019-05-31,0.6815696206973813,24
600926,2019-05-31,0.6809899479031326,25
600150,2019-05-31,0.6580061315512443,26
2001,2019-05-31,0.65595215630336,27
858,2019-05-31,0.6552335760478852,28
600036,2019-05-31,0.6369284548056647,29
601169,2019-05-31,0.6177382125118411,30
600900,2019-06-28,1.3187540454564262,1
600919,2019-06-28,1.1951256920191986,2
600015,2019-06-28,1.1367625502297987,3
601088,2019-06-28,1.1297158286535618,4
601998,2019-06-28,1.053222877059106,5
600926,2019-06-28,0.9637382386387289,6
601229,2019-06-28,0.914213412049769,7
2142,2019-06-28,0.8778498364223317,8
568,2019-06-28,0.8723974833313459,9
300014,2019-06-28,0.8443825162453393,10
601888,2019-06-28,0.7835499838451717,11
601838,2019-06-28,0.7707743862776638,12
2714,2019-06-28,0.7701675514080555,13
600023,2019-06-28,0.7671118934817628,14
600674,2019-06-28,0.750990115093333,15
600795,2019-06-28,0.71731634383625,16
600009,2019-06-28,0.7096291492221837,17
858,2019-06-28,0.6884174377051386,18
600025,2019-06-28,0.6806425329306061,19
600150,2019-06-28,0.6687509022054255,20
2736,2019-06-28,0.6338368941069258,21
300033,2019-06-28,0.6125053569728558,22
600061,2019-06-28,0.6098437381202114,23
600886,2019-06-28,0.6051485217102414,24
600011,2019-06-28,0.5913539985076691,25
600585,2019-06-28,0.589201137364234,26
601601,2019-06-28,0.582327996899242,27
600809,2019-06-28,0.5799989678898235,28
601169,2019-06-28,0.5795399954478381,29
601898,2019-06-28,0.5664967628781686,30
600900,2019-07-31,1.202186378035937,1
600015,2019-07-31,1.0011558782724803,2
601985,2019-07-31,0.9772875077478415,3
600926,2019-07-31,0.9684098675548188,4
2714,2019-07-31,0.9351690936150222,5
601698,2019-07-31,0.8454860614486578,6
2736,2019-07-31,0.7926116553814034,7
300014,2019-07-31,0.7828778625300887,8
601998,2019-07-31,0.7663697835130897,9
600919,2019-07-31,0.7651432648910884,10
600795,2019-07-31,0.7335560226531902,11
600000,2019-07-31,0.7020689271271955,12
601898,2019-07-31,0.6903673841006449,13
601390,2019-07-31,0.687159668722447,14
568,2019-07-31,0.682603828248937,15
600011,2019-07-31,0.676027614671553,16
600674,2019-07-31,0.6466075329689752,17
601225,2019-07-31,0.6265143099129992,18
600886,2019-07-31,0.623567344904668,19
768,2019-07-31,0.6201328053331493,20
858,2019-07-31,0.5883017740969545,21
600089,2019-07-31,0.5862856153137764,22
601838,2019-07-31,0.578890488050327,23
2422,2019-07-31,0.5787116042831383,24
600221,2019-07-31,0.5522751972920846,25
600183,2019-07-31,0.5411759009734294,26
600009,2019-07-31,0.5347552101688677,27
601117,2019-07-31,0.531849169897661,28
600023,2019-07-31,0.5182393522517771,29
601727,2019-07-31,0.5142007060218664,30
600919,2019-08-30,0.9950269655988757,1
600015,2019-08-30,0.9862468913212363,2
601985,2019-08-30,0.9602724011601484,3
600795,2019-08-30,0.9034237423295562,4
2714,2019-08-30,0.8903697475364138,5
300014,2019-08-30,0.8842579471188724,6
600276,2019-08-30,0.8606291445716687,7
600886,2019-08-30,0.8605370529996694,8
601058,2019-08-30,0.829725780944177,9
600900,2019-08-30,0.8239410788713126,10
568,2019-08-30,0.8107164358041038,11
600926,2019-08-30,0.8036944296133988,12
600426,2019-08-30,0.7591235158807551,13
601998,2019-08-30,0.7545692059366097,14
2001,2019-08-30,0.7223542169182111,15
600674,2019-08-30,0.7154486227856437,16
858,2019-08-30,0.6862484781305355,17
600150,2019-08-30,0.6798552090356621,18
601225,2019-08-30,0.6471627194886974,19
768,2019-08-30,0.6464345111461783,20
600585,2019-08-30,0.6444648880117047,21
600019,2019-08-30,0.6442480347238014,22
333,2019-08-30,0.6320688093021456,23
600000,2019-08-30,0.6076183551518527,24
601872,2019-08-30,0.5813535206629695,25
2352,2019-08-30,0.5803817240933571,26
601117,2019-08-30,0.5682110664958034,27
601607,2019-08-30,0.5403430193999729,28
600066,2019-08-30,0.5302065533045129,29
600309,2019-08-30,0.5245016582717325,30
600926,2019-09-30,1.1382202680976974,1
601006,2019-09-30,1.0953807712479777,2
600015,2019-09-30,1.0060001093417303,3
600000,2019-09-30,0.9842883846836986,4
600023,2019-09-30,0.9218666891508245,5
600919,2019-09-30,0.8915417090581969,6
600276,2019-09-30,0.8654828107919047,7
601985,2019-09-30,0.8499497974335769,8
600795,2019-09-30,0.7786848593995308,9
601229,2019-09-30,0.7680306396651074,10
601998,2019-09-30,0.7653624731835436,11
333,2019-09-30,0.7567585090045593,12
600900,2019-09-30,0.7501075368627838,13
601117,2019-09-30,0.7440916368355164,14
2142,2019-09-30,0.7242469986793383,15
600406,2019-09-30,0.7091892157437446,16
600016,2019-09-30,0.7057003790603157,17
601225,2019-09-30,0.6929109820510998,18
600585,2019-09-30,0.6900396789245505,19
300251,2019-09-30,0.6651841887304261,20
651,2019-09-30,0.6572946152630715,21
601058,2019-09-30,0.6418909844654968,22
300015,2019-09-30,0.6408986147464534,23
858,2019-09-30,0.6074220040154954,24
2050,2019-09-30,0.5666305266989636,25
601009,2019-09-30,0.5541639729252258,26
601988,2019-09-30,0.5508713492803252,27
600886,2019-09-30,0.5477637600258861,28
600089,2019-09-30,0.5454257360498969,29
2938,2019-09-30,0.5340910909080681,30
601006,2019-10-31,1.1535164019808566,1
601838,2019-10-31,1.1483897080532126,2
600926,2019-10-31,1.130899142978066,3
600276,2019-10-31,1.0970998948399775,4
600015,2019-10-31,1.0954666770268544,5
300015,2019-10-31,1.0222257842303688,6
600023,2019-10-31,0.9426615653024646,7
601985,2019-10-31,0.9042017507810445,8
601628,2019-10-31,0.8343347972780036,9
600919,2019-10-31,0.82979952361459,10
895,2019-10-31,0.8200924488046923,11
600585,2019-10-31,0.7927499883546983,12
333,2019-10-31,0.7690566670566369,13
2142,2019-10-31,0.7558162309418263,14
601225,2019-10-31,0.7464451122161296,15
2714,2019-10-31,0.7045781543280772,16
792,2019-10-31,0.6941307920198726,17
600795,2019-10-31,0.6745159508679904,18
601088,2019-10-31,0.6632916359079407,19
601939,2019-10-31,0.6602479006626759,20
600900,2019-10-31,0.6407736355570383,21
601169,2019-10-31,0.6112216196408307,22
600016,2019-10-31,0.6088056283745144,23
601998,2019-10-31,0.5965220556749131,24
600089,2019-10-31,0.57919781167476,25
601117,2019-10-31,0.5722901268109517,26
600406,2019-10-31,0.5645126333939858,27
858,2019-10-31,0.5612483463331972,28
601229,2019-10-31,0.5357485292883757,29
2353,2019-10-31,0.5216399338750317,30
601006,2019-11-29,1.1998701136092211,1
600015,2019-11-29,1.0721942412583727,2
600023,2019-11-29,0.8897815496245176,3
2050,2019-11-29,0.8554369584656283,4
601838,2019-11-29,0.8396518241686217,5
600089,2019-11-29,0.8387333627176746,6
600016,2019-11-29,0.8023004375054189,7
601985,2019-11-29,0.7801653347661687,8
300750,2019-11-29,0.7790228166515135,9
600309,2019-11-29,0.7566693890495276,10
600900,2019-11-29,0.7444702620797758,11
601169,2019-11-29,0.7227905782942633,12
600926,2019-11-29,0.7162224901680138,13
600585,2019-11-29,0.7146569169913541,14
2028,2019-11-29,0.712446081911042,15
601998,2019-11-29,0.6970394914543082,16
600406,2019-11-29,0.6727778908237623,17
600795,2019-11-29,0.6683105242150984,18
601058,2019-11-29,0.643102367085547,19
895,2019-11-29,0.6241530277653311,20
601628,2019-11-29,0.6227247945724064,21
166,2019-11-29,0.5919554558112249,22
600276,2019-11-29,0.5892491487099658,23
630,2019-11-29,0.5881803004265961,24
2353,2019-11-29,0.5747022673124472,25
300251,2019-11-29,0.5712042024418454,26
776,2019-11-29,0.5275087250236037,27
2142,2019-11-29,0.5266669905708055,28
601211,2019-11-29,0.5141992601641023,29
858,2019-11-29,0.5114035351882867,30
601006,2019-12-31,1.1773663301111268,1
300803,2019-12-31,1.069723746368531,2
600015,2019-12-31,0.9786534905236088,3
600089,2019-12-31,0.8847255786805067,4
300750,2019-12-31,0.863671791751408,5
600585,2019-12-31,0.852309986159484,6
600023,2019-12-31,0.8082416123593906,7
2050,2019-12-31,0.7921222474945205,8
300251,2019-12-31,0.7880551607907869,9
600900,2019-12-31,0.7624141767299027,10
601698,2019-12-31,0.752163719107218,11
601169,2019-12-31,0.7258261677568777,12
601985,2019-12-31,0.685285425096064,13
601838,2019-12-31,0.6747175449248446,14
600016,2019-12-31,0.6608013038053461,15
600039,2019-12-31,0.656942240627631,16
600426,2019-12-31,0.6445546289562945,17
600028,2019-12-31,0.6346569567770048,18
600919,2019-12-31,0.6339103495445371,19
600926,2019-12-31,0.6168690700425327,20
601998,2019-12-31,0.6087228422843648,21
600309,2019-12-31,0.5907739253090445,22
300014,2019-12-31,0.5760861603056983,23
601766,2019-12-31,0.5696095567587852,24
601788,2019-12-31,0.5477382715391522,25
601939,2019-12-31,0.5444451063589821,26
333,2019-12-31,0.5189043854710809,27
600104,2019-12-31,0.5102509608449092,28
600415,2019-12-31,0.5039541406624054,29
2714,2019-12-31,0.4975731111051159,30
601006,2020-01-23,1.0873402320893149,1
600919,2020-01-23,1.0359207481166453,2
601229,2020-01-23,1.0334774043504689,3
600015,2020-01-23,0.9081002116868682,4
600089,2020-01-23,0.8643296320268576,5
601169,2020-01-23,0.8064097668362317,6
600016,2020-01-23,0.7647729278170948,7
600023,2020-01-23,0.759519395161066,8
601998,2020-01-23,0.7417028868352337,9
300014,2020-01-23,0.7045068788199443,10
2050,2020-01-23,0.6875385462040398,11
600900,2020-01-23,0.6873660501487592,12
601689,2020-01-23,0.6843843388463489,13
300750,2020-01-23,0.666854768590853,14
300316,2020-01-23,0.656978210198754,15
601117,2020-01-23,0.6497280299639002,16
601328,2020-01-23,0.6241574064847016,17
600795,2020-01-23,0.6176371278295689,18
600118,2020-01-23,0.6146850484798413,19
600039,2020-01-23,0.6017362483636878,20
601985,2020-01-23,0.591690594786137,21
600025,2020-01-23,0.5816278707245142,22
601939,2020-01-23,0.562155133987896,23
600028,2020-01-23,0.5510566714132247,24
600926,2020-01-23,0.5423369334777518,25
2074,2020-01-23,0.5364043052502641,26
601988,2020-01-23,0.5340789100078555,27
600000,2020-01-23,0.5139108008343986,28
300476,2020-01-23,0.5066652851278993,29
2384,2020-01-23,0.5006640228850262,30
600015,2020-02-28,1.0325241311915814,1
601006,2020-02-28,0.9827782697298,2
600919,2020-02-28,0.9711746642451263,3
600900,2020-02-28,0.9673870452490848,4
601169,2020-02-28,0.9647233312628035,5
601229,2020-02-28,0.9366999873090632,6
601988,2020-02-28,0.7975881255173326,7
601328,2020-02-28,0.7953515937442811,8
600025,2020-02-28,0.7588177142913849,9
300450,2020-02-28,0.7140321906357129,10
938,2020-02-28,0.6950106527257702,11
300750,2020-02-28,0.6761355457479584,12
300014,2020-02-28,0.6698440469004301,13
601998,2020-02-28,0.6620205516199894,14
600585,2020-02-28,0.6460815743485303,15
601225,2020-02-28,0.6402295334287946,16
2352,2020-02-28,0.6380663812620332,17
600016,2020-02-28,0.6244900674315536,18
601689,2020-02-28,0.6180296887952123,19
600588,2020-02-28,0.6148177153630413,20
601985,2020-02-28,0.5907229369618315,21
601088,2020-02-28,0.5861656510784037,22
2050,2020-02-28,0.573566838680454,23
300316,2020-02-28,0.5695038509825502,24
600000,2020-02-28,0.557215636699271,25
2714,2020-02-28,0.5438286433293117,26
600926,2020-02-28,0.5275953602654732,27
300476,2020-02-28,0.506763989280846,28
792,2020-02-28,0.5008293700415717,29
600036,2020-02-28,0.4703243764239466,30
600900,2020-03-31,1.2579132472794623,1
600276,2020-03-31,1.1139717320284632,2
601006,2020-03-31,1.1018666144327622,3
600919,2020-03-31,1.095672142160164,4
601658,2020-03-31,1.0517507385732663,5
600025,2020-03-31,1.0125934804706074,6
895,2020-03-31,1.0016215829058472,7
600015,2020-03-31,0.9883743181028825,8
601229,2020-03-31,0.9649805389212012,9
601998,2020-03-31,0.9394789427669452,10
2001,2020-03-31,0.8991165999397763,11
601169,2020-03-31,0.8154682532500707,12
300122,2020-03-31,0.8063508521312296,13
601988,2020-03-31,0.7921063758323866,14
601328,2020-03-31,0.7787986013645797,15
2714,2020-03-31,0.7739326529521295,16
600886,2020-03-31,0.7678738453873564,17
600027,2020-03-31,0.7650198696898488,18
300750,2020-03-31,0.7646808196958833,19
600016,2020-03-31,0.755905924239725,20
601985,2020-03-31,0.7491775381980498,21
600196,2020-03-31,0.7213580194655225,22
2028,2020-03-31,0.717590404012478,23
600585,2020-03-31,0.7073155391174449,24
601088,2020-03-31,0.704981929327222,25
600000,2020-03-31,0.6554828516724162,26
601916,2020-03-31,0.6451846354632229,27
601607,2020-03-31,0.6254050444968272,28
601009,2020-03-31,0.6053671451186259,29
600023,2020-03-31,0.598816281198889,30
601916,2020-04-30,1.0576449217913035,1
601658,2020-04-30,1.0397430701671577,2
600900,2020-04-30,0.9004420326081838,3
300750,2020-04-30,0.8038691677068638,4
601006,2020-04-30,0.799121367851734,5
600015,2020-04-30,0.7981293261482967,6
601998,2020-04-30,0.7670835219378223,7
600023,2020-04-30,0.7342813144564904,8
601169,2020-04-30,0.7175750625619739,9
300014,2020-04-30,0.7076144818572354,10
601328,2020-04-30,0.7069679588809552,11
601689,2020-04-30,0.706626229045896,12
600585,2020-04-30,0.6985189401634283,13
300316,2020-04-30,0.6978250870472781,14
601229,2020-04-30,0.6810598233711195,15
300122,2020-04-30,0.6714014356356356,16
600588,2020-04-30,0.6666131748246366,17
600000,2020-04-30,0.6571437632410931,18
2050,2020-04-30,0.629264296484513,19
895,2020-04-30,0.6245033764160325,20
600795,2020-04-30,0.6104680455132018,21
601009,2020-04-30,0.5965492283739545,22
600016,2020-04-30,0.5709998208707947,23
600919,2020-04-30,0.5643839735681992,24
601939,2020-04-30,0.5595104758612381,25
601985,2020-04-30,0.5531875584083609,26
600027,2020-04-30,0.5345559531229213,27
600025,2020-04-30,0.5333462774760328,28
300418,2020-04-30,0.5326855637450397,29
938,2020-04-30,0.5249128259100567,30
601658,2020-05-29,1.0539273097636255,1
600900,2020-05-29,0.998255898955517,2
601916,2020-05-29,0.9607866225862661,3
601229,2020-05-29,0.9356626749926494,4
600023,2020-05-29,0.8573720653756656,5
600515,2020-05-29,0.855905315761583,6
3816,2020-05-29,0.8472384049495414,7
601169,2020-05-29,0.8371160973895294,8
601328,2020-05-29,0.779921864285495,9
600926,2020-05-29,0.7767320934930234,10
601998,2020-05-29,0.772234972069545,11
601988,2020-05-29,0.7718336006423447,12
600016,2020-05-29,0.7609116250907372,13
300750,2020-05-29,0.743835019051139,14
601600,2020-05-29,0.7365810765619801,15
600015,2020-05-29,0.7306410111701197,16
600000,2020-05-29,0.7036846778667026,17
600919,2020-05-29,0.6951223677703346,18
630,2020-05-29,0.6793696340479447,19
601985,2020-05-29,0.6712513934765979,20
2050,2020-05-29,0.6555588932385666,21
333,2020-05-29,0.6506700707027798,22
2460,2020-05-29,0.6502037581259437,23
600219,2020-05-29,0.635576121827674,24
601009,2020-05-29,0.6334978269913575,25
600585,2020-05-29,0.6300537443360458,26
601689,2020-05-29,0.6151755589268849,27
601006,2020-05-29,0.6148497464084715,28
601838,2020-05-29,0.6115155510257894,29
600039,2020-05-29,0.6113738552796512,30
601229,2020-06-30,0.9131109974232828,1
601169,2020-06-30,0.8952569753275629,2
601916,2020-06-30,0.8583747497552046,3
600015,2020-06-30,0.8157825274421371,4
601838,2020-06-30,0.7711110355862217,5
601012,2020-06-30,0.7654514714477004,6
601328,2020-06-30,0.7603959859528908,7
600900,2020-06-30,0.748108923553969,8
601988,2020-06-30,0.7367198728004527,9
600000,2020-06-30,0.7334428270107051,10
2594,2020-06-30,0.7181777314439586,11
858,2020-06-30,0.7120690164093885,12
300750,2020-06-30,0.7089406549075661,13
600023,2020-06-30,0.7084647333194654,14
601888,2020-06-30,0.6921245708860774,15
601985,2020-06-30,0.6753679944372933,16
2352,2020-06-30,0.6751281392025632,17
601998,2020-06-30,0.652568304101428,18
600016,2020-06-30,0.6493478784543181,19
300122,2020-06-30,0.6475641584694715,20
601006,2020-06-30,0.6457293525184041,21
601618,2020-06-30,0.6039737171826749,22
300274,2020-06-30,0.6005368702112569,23
600999,2020-06-30,0.5841990016548637,24
601211,2020-06-30,0.5718845452770586,25
300316,2020-06-30,0.5713189388438528,26
601788,2020-06-30,0.5642835143565446,27
2460,2020-06-30,0.5352499665136711,28
2001,2020-06-30,0.5196309963360116,29
601939,2020-06-30,0.5011563813764679,30
601006,2020-07-31,1.0858480054071455,1
300274,2020-07-31,1.0762636022722942,2
600039,2020-07-31,0.9996507626160215,3
601012,2020-07-31,0.957340960350904,4
601985,2020-07-31,0.84903978163759,5
2625,2020-07-31,0.8413487626626077,6
600760,2020-07-31,0.8124957279414575,7
600900,2020-07-31,0.8068262650446729,8
601633,2020-07-31,0.7918810243381293,9
2352,2020-07-31,0.7807562713441434,10
600893,2020-07-31,0.7730854398745226,11
600438,2020-07-31,0.7333994399744258,12
2049,2020-07-31,0.7330169184242431,13
600795,2020-07-31,0.7144787664938259,14
600196,2020-07-31,0.7037704002022416,15
601018,2020-07-31,0.6903993342359028,16
601766,2020-07-31,0.6660378449178875,17
3816,2020-07-31,0.6634435021905841,18
600025,2020-07-31,0.6582491602986441,19
858,2020-07-31,0.6472892804766641,20
2028,2020-07-31,0.6369264090874197,21
300122,2020-07-31,0.6314200124407202,22
601607,2020-07-31,0.618703056503468,23
2493,2020-07-31,0.6055319764195843,24
601888,2020-07-31,0.6019719186396002,25
600011,2020-07-31,0.5871893756881967,26
601229,2020-07-31,0.5853205411573804,27
600015,2020-07-31,0.5644309203985342,28
2241,2020-07-31,0.5629020135357619,29
333,2020-07-31,0.560854570009553,30
600900,2020-08-31,1.0937632248439548,1
601006,2020-08-31,1.0414351935580595,2
601456,2020-08-31,0.9794756837809567,3
2493,2020-08-31,0.9769116788826274,4
601012,2020-08-31,0.8856036734352642,5
858,2020-08-31,0.8836501506130482,6
3816,2020-08-31,0.871675492738226,7
600023,2020-08-31,0.8486454965928129,8
600795,2020-08-31,0.8348217331335962,9
2352,2020-08-31,0.8090571516118907,10
600025,2020-08-31,0.800991995072201,11
600039,2020-08-31,0.7489926768783836,12
300274,2020-08-31,0.7390652869119335,13
601985,2020-08-31,0.7277291171453791,14
600018,2020-08-31,0.6750353622910983,15
600276,2020-08-31,0.6704277112590945,16
600893,2020-08-31,0.6664424351924205,17
601857,2020-08-31,0.6645092067536439,18
600886,2020-08-31,0.6450048802876446,19
600015,2020-08-31,0.6379552745675352,20
603288,2020-08-31,0.6344045329557048,21
601766,2020-08-31,0.6256571049405782,22
601229,2020-08-31,0.6131948563701412,23
2142,2020-08-31,0.6122485436783935,24
568,2020-08-31,0.5996250515217867,25
600674,2020-08-31,0.5886709017564066,26
600989,2020-08-31,0.5787919670890997,27
2049,2020-08-31,0.5787475589510324,28
600760,2020-08-31,0.5787372115563213,29
600346,2020-08-31,0.5699031819066632,30
601006,2020-09-30,0.9306846812163458,1
601229,2020-09-30,0.8791916705302641,2
600023,2020-09-30,0.8671841216496872,3
600900,2020-09-30,0.8523780369543514,4
601088,2020-09-30,0.8068345042821341,5
3816,2020-09-30,0.7982596156751972,6
2493,2020-09-30,0.797320598632887,7
600015,2020-09-30,0.7829557456652209,8
858,2020-09-30,0.7796354756811231,9
601633,2020-09-30,0.7639994287380959,10
600660,2020-09-30,0.7494892046510241,11
601658,2020-09-30,0.7400332121391506,12
333,2020-09-30,0.7355678553436394,13
601169,2020-09-30,0.7289275189632051,14
600893,2020-09-30,0.7147967443111449,15
601766,2020-09-30,0.6874851433241639,16
2352,2020-09-30,0.682167862428324,17
2709,2020-09-30,0.6771010605666272,18
300124,2020-09-30,0.6523775418458543,19
2594,2020-09-30,0.6421641295487791,20
600795,2020-09-30,0.6348784190580742,21
600018,2020-09-30,0.6106092173451432,22
600919,2020-09-30,0.5800768889975667,23
601998,2020-09-30,0.5753224188023857,24
600019,2020-09-30,0.5672185490218188,25
300251,2020-09-30,0.5656956197264553,26
601816,2020-09-30,0.5643597807923559,27
600176,2020-09-30,0.555404062019304,28
601985,2020-09-30,0.5440032896785145,29
300122,2020-09-30,0.5324318379539412,30
601088,2020-10-30,0.9907915770628377,1
600900,2020-10-30,0.8724219670206815,2
601998,2020-10-30,0.8563658369953379,3
3816,2020-10-30,0.8551061125232003,4
600015,2020-10-30,0.8420249079416412,5
601766,2020-10-30,0.8328747749493481,6
601006,2020-10-30,0.8293518774450188,7
858,2020-10-30,0.8145073817005786,8
600660,2020-10-30,0.8100626512416055,9
601916,2020-10-30,0.7814340677063858,10
601229,2020-10-30,0.7774342858861552,11
601169,2020-10-30,0.7313133909668664,12
601186,2020-10-30,0.7245124728334494,13
333,2020-10-30,0.7130410852338969,14
601658,2020-10-30,0.6870919475947392,15
600795,2020-10-30,0.6783508040032974,16
651,2020-10-30,0.6639465230550311,17
