date,开盘,最高,最低,收盘,成交量,成交额,流通股本,换手率
2015-01-21,24.36,29.23,24.36,29.23,71100.0,2071681.0,70000000.0,0.0010157142857142858
2015-01-22,32.15,32.15,32.15,32.15,18700.0,601205.0,70000000.0,0.0002671428571428571
2015-01-23,35.37,35.37,35.37,35.37,21550.0,762224.0,70000000.0,0.00030785714285714287
2015-01-26,38.91,38.91,38.91,38.91,26500.0,1031115.0,70000000.0,0.0003785714285714286
2015-01-27,42.8,42.8,42.8,42.8,108390.0,4639092.0,70000000.0,0.0015484285714285715
2015-01-28,47.08,47.08,47.08,47.08,139550.0,6570014.0,70000000.0,0.0019935714285714288
2015-01-29,51.79,51.79,51.79,51.79,180094.0,9327068.0,70000000.0,0.0025727714285714285
2015-01-30,56.97,56.97,56.97,56.97,214560.0,12223483.0,70000000.0,0.003065142857142857
2015-02-02,62.67,62.67,62.67,62.67,756580.0,47414868.0,70000000.0,0.010808285714285715
2015-02-03,68.94,68.94,68.94,68.94,1109749.0,76506096.0,70000000.0,0.015853557142857144
2015-02-04,75.83,75.83,75.83,75.83,581995.0,44132680.0,70000000.0,0.008314214285714286
2015-02-05,83.41,83.41,83.41,83.41,918239.0,76590312.0,70000000.0,0.0131177
2015-02-06,84.02,85.0,75.07,75.07,15934309.0,1261636864.0,70000000.0,0.22763298571428572
2015-02-09,67.56,68.86,67.56,67.56,5691329.0,384702976.0,70000000.0,0.0813047
2015-02-10,62.27,64.0,60.8,62.74,24462608.0,1514010496.0,70000000.0,0.34946582857142855
2015-02-11,61.89,64.94,61.51,63.3,16026486.0,1010640640.0,70000000.0,0.2289498
2015-02-12,63.2,68.99,62.06,66.22,16013152.0,1050099968.0,70000000.0,0.22875931428571428
2015-02-13,67.63,69.48,66.82,67.45,13331472.0,904752960.0,70000000.0,0.1904496
2015-02-16,68.01,73.87,66.23,72.2,13471954.0,942269824.0,70000000.0,0.19245648571428572
2015-02-17,73.66,73.66,70.03,70.17,9472826.0,675224640.0,70000000.0,0.13532608571428573
2015-02-25,69.2,69.26,63.42,63.88,10952578.0,724026624.0,70000000.0,0.1564654
2015-02-26,64.2,66.66,64.08,65.45,6099793.0,398514464.0,70000000.0,0.0871399
2015-02-27,65.5,68.7,64.25,68.04,8365934.0,559593024.0,70000000.0,0.11951334285714285
2015-03-02,68.0,69.86,67.13,68.62,7585957.0,519937088.0,70000000.0,0.10837081428571428
