date,stock_code,eps,bps,roe,total_revenue,net_profit
2026-04-23,002463,0.6455,8.724895094497,7.81,6214156406,1242081367
2026-03-25,002463,1.9875,7.853352213044,28.57,18945220585,3822306272
2025-10-29,002463,1.4134,7.247627624842,21.07,13512390231,2717617995
2025-08-22,002463,0.8754,6.621983001373,13.37,8493871883,1682780947
2025-04-25,002463,0.3969,6.581725226613,6.22,4037627327,762465400
2025-03-26,002463,1.3516,6.171574422845,24.25,13341541440,2587236693
2024-10-25,002463,0.9662,5.717882355372,17.83,9010914022,1848389385
2024-08-23,002463,0.5966,5.276239831224,11.14,5424106130,1140830259
2024-04-23,002463,0.2694,5.409437879934,5.12,2584035431,514812001
2024-03-26,002463,0.7944,5.126699935865,16.84,8938309250,1512538227
2023-10-26,002463,0.5009,4.790658973118,11.05,6082456911,953082264
2023-08-26,002463,0.2591,4.532712743919,5.83,3763473462,492605909
2023-04-26,002463,0.1056,4.521404800451,2.39,1867912147,200292766
2023-03-24,002463,0.7179,4.358664120655,17.7,8336030158,1361574992
2022-10-25,002463,0.4859,4.117830247749,12.27,5763592393,921615388
2022-08-24,002463,0.2815,3.918412047921,7.23,3735733687,533907636
2022-04-26,002463,0.1316,3.933171313749,3.4,1917245532,249569154
2022-03-23,002463,0.5636,3.814249707425,15.85,7418710047,1063500828
2021-10-27,002463,0.417,3.62942838427,12.03,5411631165,785635858
2021-08-27,002463,0.2558,3.804589506075,7.43,3542232906,480310635
2021-04-23,002463,0.1176,3.80421011909,3.45,1746586750,220776495
2021-03-25,002463,0.7171,3.643575904475,24.02,7460024310,1342812322
2020-10-28,002463,0.5101,3.381649593618,17.55,5556751929,954593694
2020-08-26,002463,0.34,3.150300700023,10.92,3533588670,583547744
2020-04-22,002463,0.1267,3.105388984827,4.08,1581485424,213923414
2020-03-26,002463,0.715,2.976754804086,26.73,7128544582,1205980495
2019-10-29,002463,0.5048,2.766716165424,19.53,5010337013,851214072
2019-08-29,002463,0.2835,2.543653502688,11.33,3121917456,478398629
2019-04-23,002463,0.097,2.427251554519,3.97,1363278032,162451125
2019-03-26,002463,0.3407,2.332200315133,15.34,5496885226,570448021
2018-10-20,002463,0.2289,2.214659436619,10.55,3848865977,383210344
2018-08-24,002463,0.1174,2.097648446514,5.52,2463543961,196551335
2018-04-24,002463,0.0419,2.126772748749,1.99,1169084285,70183310
2018-03-22,002463,0.1216,2.083556475966,5.97,4626744296,203517728
2017-10-27,002463,0.0967,2.056676293444,4.76,3375548597,161897343
2017-08-22,002463,0.0615,2.0248239391,3.04,2146310112,102974284
2017-04-22,002463,0.03,2.041700437164,1.45,1072632677,49304460
2017-03-29,002463,0.078,2.009980274505,3.96,3790284705,130505061
2016-10-25,002463,0.04,1.965163694476,1.98,2781307075,64710750
2016-08-23,002463,0.02,1.944703394475,0.94,1854289620,30343892
2016-04-28,002463,0.01,1.938576841785,0.53,907228011,17291957
2016-03-25,002463,0.0033,1.928011918776,0.17,3377136295,5537976
2015-10-28,002463,-0.01,1.909229417432,-0.71,2494991037,-22904229
2015-08-06,002463,-0.03,1.900231385504,-1.31,1645980818,-41899308
2015-04-29,002463,-0.01,1.906013945934,-1.03,832192452,-32946902
2015-03-26,002463,-0.0072,1.924640664656,-0.37,3291794942,-12109197
2014-10-28,002463,-0.01,1.932494247862,-0.52,2537519239,-17204901
2014-08-05,002463,0.01,1.946403282421,0.52,1668833482,17530004
2014-04-25,002463,0.01,2.440109300794,0.7,795291100,23722972
2014-04-25,002463,0.11,2.423105208935,5.34,3017358116,179991985
