date,stock_code,eps,bps,roe,total_revenue,net_profit
2026-04-25,002179,0.1901,11.652440243844,1.63,4872243931.14,398291444.04
2026-03-28,002179,1.0238,11.554934134032,9.16,21386059440.13,2161521950.25
2025-10-30,002179,0.8478,11.2142799659,7.31,15837781712.37,1736768805.18
2025-08-30,002179,0.7037,11.052944436884,5.96,11183481970.09,1436843988.19
2025-04-29,002179,0.3071,11.471900054386,2.67,4838670554.5,639869007.13
2025-03-29,002179,1.6091,11.140034468063,15.67,20685528503.12,3354288683.06
2024-10-30,002179,1.2019,10.513223279479,11.89,14094996310.89,2513059914.54
2024-08-28,002179,0.793,10.079352069273,7.86,9197213461.57,1668172500.62
2024-04-27,002179,0.3645,10.159422345761,3.57,4013364008.24,750886082.59
2024-03-16,002179,1.6163,9.667849828905,17.68,20074439569.16,3339290323.66
2023-10-25,002179,1.3947,9.379102786514,15.47,15359070042.67,2893708578.08
2023-08-23,002179,0.9399,8.913366963065,10.63,10757837805.16,1953481816.68
2023-04-29,002179,0.4752,11.508223205976,5.48,5342014790.7,993316742.83
2023-03-16,002179,1.3152,10.669985773615,16.82,15838116672.04,2717983277.92
2022-10-29,002179,1.1156,10.637186843719,14.24,12453952232.22,2285043404.25
2022-08-31,002179,0.7355,10.134060686434,9.55,8191302400.34,1509598905.37
2022-04-30,002179,0.4687,14.028134587472,4.77,3966498048.65,737395630.46
2022-03-31,002179,1.3037,13.143301870782,18.22,12866862661.2,1990997442.19
2021-10-30,002179,1.074,10.107193068043,15.45,9876764579.15,1622943311.06
2021-08-28,002179,0.7395,9.606185684495,10.82,6663275494.19,1113922799.95
2021-04-30,002179,0.5841,9.498254499155,6.2,3386317418.82,624400541.35
2021-03-31,002179,1.3455,8.846515378903,16.08,10305222374.39,1439082431.84
2020-10-30,002179,1.0191,8.500470344643,12.55,7666408944.57,1099141059.69
2020-08-22,002179,0.6177,7.99920538761,7.77,4809927826.11,662993259.09
2020-04-24,002179,0.1541,7.640779448495,1.89,1799899184.8,163700268.34
2020-03-31,002179,1.0422,7.628354214228,15.78,9158826503.64,1071086932.0
2019-10-25,002179,0.8045,6.888998990686,12.97,6892193468.44,831137957.71
2019-08-24,002179,0.5614,6.134860389838,9.06,4596659434.77,573001673.09
2019-04-26,002179,0.2267,7.669584798856,3.78,2156112564.5,232893052.03
2019-03-21,002179,0.9316,7.305166662545,17.77,7816018656.41,951561049.63
2018-10-26,002179,0.6824,6.972273275512,13.4,5775097527.85,697122122.68
2018-08-25,002179,0.4553,6.67031040243,9.1,3584825699.13,465349454.93
2018-04-27,002179,0.2137,6.401342856436,3.36,1477251373.79,167378172.36
2018-03-17,002179,1.0525,6.181688452039,18.39,6361813149.33,825350754.91
2017-10-27,002179,0.8036,5.93568011722,14.33,4499668567.89,629428013.8
2017-08-31,002179,0.5638,5.690279400063,10.25,3032730012.66,441633243.11
2017-04-28,002179,0.2345,7.054874153766,4.37,1422379682.55,183714232.86
2017-03-16,002179,0.9368,6.81657971651,19.57,5854802051.16,733765932.95
2016-10-28,002179,0.7186,6.528541937713,14.46,4364055201.31,562888389.48
2016-08-26,002179,0.5063,6.244214338297,11.04,3003037177.28,396575440.45
2016-04-29,002179,0.2751,5.929849344884,4.76,1462626423.23,165729412.49
2016-03-30,002179,0.94,5.638808419727,18.21,4725196552.35,568357284.41
2015-10-28,002179,0.7017,5.392323506468,13.86,3473561239.68,422760490.86
2015-08-27,002179,0.4243,5.102909052866,8.59,2207161079.63,255654431.38
2015-04-24,002179,0.1386,6.358883481404,2.88,965898754.69,83526381.22
2015-03-31,002179,0.56,6.172803355996,12.54,3491245691.06,339597922.11
2014-10-29,002179,0.3933,5.944896269661,8.87,2400556278.65,236984906.39
2014-08-27,002179,0.2218,5.724098821807,5.06,1473410037.96,133625205.63
2014-04-25,002179,0.1004,5.63799363455,1.8,706487565.72,46529899.25
2014-03-26,002179,0.55,5.550256168715,10.76,2601763184.78,244444708.02
