date,stock_code,eps,bps,roe,total_revenue,net_profit
2026-04-21,600309,1.19,35.585375711787,3.38,54052165361.36,3717707873.93
2026-04-21,600309,3.99,34.597170144838,12.44,203234573814.42,12527201094.15
2025-10-25,600309,2.92,33.589846859343,9.26,144225795451.0,9157288304.88
2025-08-12,600309,1.95,31.771542150048,6.24,90901436922.57,6122729612.96
2025-04-15,600309,0.98,31.311417864449,3.19,43067850762.48,3082066208.03
2025-04-15,600309,4.15,30.138067601729,14.29,182069119160.94,13033066612.84
2024-10-29,600309,3.53,29.684441267278,12.1,147604150411.45,11093324150.25
2024-08-13,600309,2.6,29.1372068303,8.99,97067363557.09,8174372560.44
2024-04-19,600309,1.32,29.429675132805,4.59,46161004693.46,4157379176.37
2024-03-19,600309,5.36,28.236738633664,20.42,175360935668.36,16815755534.31
2023-10-14,600309,4.05,26.83394626379,15.7,132554140992.17,12703183328.13
2023-07-28,600309,2.73,25.791546430804,10.63,87626375827.18,8568236437.67
2023-04-15,600309,1.29,25.77819263865,5.14,41939325956.05,4053161512.31
2023-03-21,600309,5.17,24.474756403611,22.75,165565484373.69,16233626024.32
2022-10-25,600309,4.33,23.577060738901,19.21,130420439347.4,13608249924.4
2022-07-29,600309,3.31,22.533184072402,14.64,89118765297.92,10383021457.39
2022-04-26,600309,1.71,23.497990442701,7.55,41784424325.09,5373995039.93
2022-03-15,600309,7.85,21.816578714839,42.53,145537817628.55,24648748123.08
2021-10-19,600309,6.22,20.382997236115,34.8,107318461437.45,19541760750.42
2021-07-30,600309,4.31,18.412942728029,25.07,67657002326.63,13530397801.44
2021-04-10,600309,2.11,17.48483665195,12.77,31312426108.62,6621369972.77
2021-03-16,600309,3.2,15.536395432435,22.2,73432968475.63,10041428014.6
2020-10-23,600309,1.7,13.996760365443,12.33,49231686513.49,5349173375.72
2020-08-20,600309,0.9,13.155907246628,6.56,30906682479.8,2835296711.58
2020-04-25,600309,0.44,13.921604734254,3.2,15343054664.29,1377088601.34
2020-03-31,600309,3.23,13.49283862746,25.44,68050668650.78,10129985097.55
2019-10-25,600309,2.52,12.848637305773,19.86,48539171299.52,7899299227.83
2019-08-21,600309,1.79,12.085533184565,13.93,31538997770.65,5621102648.53
2019-04-27,600309,0.89,13.049775135518,7.04,15952006779.5,2795804827.72
2019-04-23,600309,4.96,13.916903977297,50.83,72837108238.47,15566255853.88
2018-10-19,600309,4.32,11.755779754122,45.56,55461348119.66,13560262439.41
2018-07-31,600309,3.35,11.013515688361,37.01,37256810198.55,10504364453.69
2018-04-27,600309,1.65,9.771482453451,19.6,17396170357.86,5175763069.25
2018-03-13,600309,4.09,9.977839129791,85.88,53123173258.81,11134790281.66
2017-10-14,600309,2.87,8.764647033364,38.27,38963503949.47,7810995979.02
2017-08-01,600309,1.79,7.683984973805,25.43,24430086476.77,4861037879.29
2017-04-15,600309,0.8,8.551129285323,12.84,11007048624.78,2195059805.85
2017-04-11,600309,1.42,6.854436518885,28.11,30099861530.44,3679421831.9
2016-10-27,600309,0.96,6.307854502322,19.95,20932181906.6,2500252820.92
2016-08-02,600309,0.53,5.784386494067,11.36,12475770000.66,1367975076.25
2016-04-15,600309,0.21,5.355417451624,3.76,5299611141.08,443640458.97
2016-03-08,600309,0.74,5.351147881827,14.67,19492382889.53,1609743609.59
2015-10-27,600309,0.66,5.262773940382,13.11,14788324545.11,1435753711.2
2015-07-24,600309,0.47,5.068415930384,9.36,10042263367.92,1018699394.45
2015-04-10,600309,0.22,5.115010323494,4.35,4535504042.14,470872728.8
2015-03-17,600309,1.12,4.899373022586,24.17,22088368488.74,2419366386.55
2014-10-17,600309,0.97,4.753175028064,20.85,17760200636.82,2097858933.12
2014-08-26,600309,0.65,4.429709758404,13.86,11664821009.41,1404561820.13
2014-04-19,600309,0.35,4.825139703219,7.48,5136453372.23,752611766.5
2014-04-15,600309,1.34,4.475682800168,32.62,20237973217.99,2891412294.74
