date,stock_code,eps,bps,roe,total_revenue,net_profit
2026-04-21,600930,0.05,2.647693448864,1.74,10587503120.0,2061318117.0
2026-04-21,600930,0.18,2.627773003823,7.18,38980388748.0,7262870120.0
2025-10-29,600930,0.21,,9.23,24938269102.0,7691649852.0
2025-10-29,600930,0.19,2.645076315354,7.82,29479177215.0,7705024182.0
2025-08-27,600930,0.17,2.526760848889,6.82,19996646085.0,6239694508.0
2025-06-27,600930,0.08,2.434238803222,3.24,9628119935.0,2921573855.0
2025-06-27,600930,0.08,,,8286280017.0,2758979142.0
2025-03-25,600930,0.24,2.356023896694,10.49,33967750888.0,8831054314.0
2024-08-30,600930,0.17,2.297755331306,7.59,17268493646.0,6221919232.0
2024-04-29,600930,0.26,2.143611759417,12.98,29580128992.0,9619770057.0
2024-03-19,600930,0.22,2.090909755556,,21785759200.0,8175906000.0
2023-09-04,600930,0.08,1.945934638889,,7256278500.0,2826209800.0
2023-08-29,600930,,2.039485408,,14930558563.0,6061487938.0
2023-04-28,600930,0.23,1.891574646778,13.24,24673344143.0,8522326035.0
2022-08-31,600930,0.14,1.773102084167,8.12,12125643196.0,5001231125.0
2022-07-01,600930,0.06,1.692448975,3.58,5739971700.0,2143349800.0
2022-04-29,600930,0.2,3.1112549482,17.03,21740739368.0,7253774239.0
2021-10-29,600930,,2.718567436294,,15030147482.0,5635951266.0
2021-10-29,600930,,,,11458468406.0,3020607570.0
2021-08-31,600930,,2.705997766353,,11499776969.0,5134353238.0
2021-08-24,600930,,,,2858827097.62,782405014.62
2021-08-24,600930,0.09,137.453643828613,10.3,15162054909.0,3280242016.0
2021-08-24,600930,,2.170209143104,,3925334740.88,1767066774.76
2021-08-24,600930,,1.370747684277,,119960855.81,37309027.32
2021-08-24,600930,0.11,3.639450675904,12.46,16506691176.0,4079332213.0
2021-08-24,600930,,1.488312352813,,136811144.34,53673413.66
