date,stock_code,eps,bps,roe,total_revenue,net_profit
2026-04-30,600875,0.46,13.556409318087,3.44,17469928079.52,1585458964.3
2026-04-01,600875,1.15,13.079770375295,9.0,78615277439.83,3831301222.13
2025-10-31,600875,0.9,12.857890443918,7.09,55521512261.84,2966450791.86
2025-08-29,600875,0.6,12.506019819086,4.74,38150951534.17,1909795846.06
2025-04-30,600875,0.37,12.822495942492,2.93,16548081132.37,1153823686.96
2025-04-30,600875,0.94,12.444679751186,7.71,69695135723.47,2922100908.48
2024-10-31,600875,0.84,12.340822094927,6.8,47849173440.52,2624741556.01
2024-08-30,600875,0.54,12.005892040362,4.44,33457011207.05,1691463127.79
2024-04-30,600875,0.29,12.234029183103,2.4,15052868276.63,905751281.62
2024-03-29,600875,1.14,11.943079091318,9.82,60676613395.82,3550393576.32
2023-10-31,600875,0.93,11.772282312851,8.13,44766130524.46,2911824385.14
2023-08-31,600875,0.64,11.488086981717,5.66,29915296549.01,2002157742.84
2023-04-29,600875,0.327,11.548266712108,2.87,14717057814.5,1019048037.33
2023-04-01,600875,0.92,11.219693311944,8.43,55363782450.06,2857898505.21
2022-10-29,600875,0.8,11.033021742436,7.49,40546880988.52,2500030749.16
2022-08-31,600875,0.57,10.786617609494,5.38,27909010359.66,1774136141.38
2022-04-30,600875,0.297,10.753796973903,2.81,14107148546.27,926080213.76
2022-03-31,600875,0.73,10.418751969998,7.2,47819166940.47,2289036817.45
2021-10-30,600875,0.6,10.332915675856,5.89,33419261401.05,1866182815.47
2021-08-28,600875,0.43,10.163914754077,4.27,22737085561.92,1348252556.66
2021-04-30,600875,0.203,10.116459358852,2.03,10871234392.61,632953003.56
2021-03-31,600875,0.6,9.907052982169,6.19,37282871287.38,1861998155.29
2020-10-30,600875,0.43,9.692449145211,4.46,27072662665.14,1342402767.06
2020-08-28,600875,0.31,9.556074069733,3.19,17752970500.73,954371842.93
2020-04-29,600875,0.127,9.574983951973,1.33,8190097788.76,395858487.41
2020-03-28,600875,0.41,9.529769979575,4.4,32840321080.22,1277671818.13
2019-10-30,600875,0.34,9.481630156994,3.56,22989270921.4,1035430085.52
2019-08-31,600875,0.24,9.379094119842,2.52,15841165600.17,729692676.27
2019-04-30,600875,0.114,9.363217894225,1.23,7850522229.54,353773914.01
2019-03-30,600875,0.37,9.248097342299,3.9,30706145358.82,1128834236.51
2018-10-31,600875,0.3,8.96705128092,3.3,22211309367.75,911942636.41
2018-08-31,600875,0.17,8.839434793827,1.95,16576811643.24,534714441.13
2018-04-28,600875,0.08,9.461679109882,0.91,7181187189.33,249835202.53
2018-03-30,600875,0.34,11.643919468286,3.64,33430264831.72,1057303567.22
2017-10-28,600875,0.2,9.234845932555,2.34,21971863802.6,608353186.69
2017-08-31,600875,0.16,9.216799769976,1.87,15378356331.5,486037837.74
2017-04-29,600875,0.07,9.122011719945,0.72,5585978309.66,152972471.4
2017-03-25,600875,-0.76,9.048007558356,-4.26,33285723808.34,-1784306804.76
2016-10-22,600875,-0.46,9.352637316667,-4.73,23639712787.11,-1064939530.95
2016-08-27,600875,-0.15,9.663433375316,-1.49,18219614274.86,-341652500.96
2016-04-30,600875,0.002,9.871921985619,0.02,9287202976.7,4394811.03
2016-03-30,600875,0.19,9.864172842575,1.94,36017943700.32,439072644.82
2015-10-30,600875,0.11,9.780333940681,1.11,26000799898.45,246045531.97
2015-08-29,600875,0.08,9.74868609897,0.83,18204942335.15,168367921.4
2015-04-30,600875,0.05,9.809946815717,0.52,7685559058.0,107714386.29
2015-03-28,600875,0.64,9.753222543855,6.92,39036164758.11,1278258405.62
2014-10-31,600875,0.54,9.65042198964,6.03,28473542683.95,1089353709.13
2014-08-30,600875,0.42,9.088299204306,4.65,18984168298.81,839294368.43
2014-04-30,600875,0.21,9.051006829948,2.33,8259606361.4,417860463.73
2014-03-12,600875,1.17,8.829842896325,14.1,42390796682.51,2349431591.08
