date,开盘,最高,最低,收盘,成交量,成交额,流通股本,换手率
2019-12-10,5.6,5.65,5.53,5.61,1619472912.0,9048900573.0,2973992297.0000005,0.5445450930164261
2019-12-11,5.58,5.64,5.55,5.63,463386264.0,2586905784.0,2973992297.0000005,0.15581286624966667
2019-12-12,5.6,5.61,5.56,5.6,224711848.0,1255128504.0,2973992297.0000005,0.07555898790547538
2019-12-13,5.61,5.61,5.58,5.59,157036724.0,878386009.0,2973992297.0000005,0.052803339187667026
2019-12-16,5.59,5.59,5.56,5.58,143874990.0,801426854.0,2973992297.0000005,0.04837772785932672
2019-12-17,5.58,6.14,5.56,5.85,456119850.0,2651899251.0,2973992297.0000005,0.15336954653853965
2019-12-18,5.78,5.84,5.71,5.72,220064205.0,1268629909.0,2973992297.0000005,0.0739962256196792
2019-12-19,5.73,5.83,5.7,5.74,141028076.0,811746305.0,2973992297.0000005,0.047420457726895036
2019-12-20,5.75,5.84,5.72,5.75,176243052.0,1017976197.0,2973992297.0000005,0.05926143526927904
2019-12-23,5.76,5.88,5.74,5.82,170998638.0,994892791.0,2973992297.0000005,0.05749800971996263
2019-12-24,5.83,5.83,5.74,5.8,131189734.0,758582939.0,2973992297.0000005,0.04411233147185249
2019-12-25,5.78,5.8,5.68,5.69,156835820.0,898134028.0,2973992297.0000005,0.05273578554934635
2019-12-26,5.68,5.69,5.63,5.69,118575693.0,670892421.0,2973992297.0000005,0.03987088101055696
2019-12-27,5.68,5.76,5.67,5.74,130905932.0,749825057.0,2973992297.0000005,0.04401690351789098
2019-12-30,5.71,5.91,5.66,5.81,178952754.0,1039987974.0,2973992297.0000005,0.06017256809323873
2019-12-31,5.8,5.88,5.79,5.86,122443080.0,715889070.0,2973992297.0000005,0.04117128350450464
2020-01-02,5.9,6.02,5.9,5.93,151823798.0,905022463.0,2973992297.0000005,0.051050501426365996
2020-01-03,5.93,6.01,5.85,5.98,136428136.0,808288531.0,2973992297.0000005,0.04587373549609432
2020-01-06,5.94,5.97,5.87,5.91,88407694.0,523720072.0,2973992297.0000005,0.029726941152194916
2020-01-07,5.89,5.94,5.88,5.92,53421082.0,315750308.0,2973992297.0000005,0.017962750627796932
2020-01-08,5.88,5.89,5.81,5.85,92108345.0,539743079.0,2973992297.0000005,0.0309712789414128
2020-01-09,5.85,5.88,5.8,5.87,61659192.0,360115912.0,2973992297.0000005,0.020732801514717573
2020-01-10,5.85,5.92,5.82,5.9,69474844.0,407778105.0,2973992297.0000005,0.023360801596588664
2020-01-13,5.87,5.88,5.76,5.79,173463656.0,1007044510.0,2973992297.0000005,0.05832686795287956
2020-01-14,5.79,5.79,5.75,5.76,107426682.0,619921387.0,2973992297.0000005,0.03612204446809298
2020-01-15,5.75,5.76,5.7,5.7,66690964.0,382018233.0,2973992297.0000005,0.02242472654259198
2020-01-16,5.72,5.73,5.64,5.64,81947017.0,464438544.0,2973992297.0000005,0.027554549177098958
2020-01-17,5.66,5.71,5.66,5.67,57003597.0,323989585.0,2973992297.0000005,0.019167365382049606
2020-01-20,5.68,5.73,5.68,5.72,51514468.0,294220504.0,2973992297.0000005,0.01732165481799161
2020-01-21,5.71,5.73,5.66,5.66,43568345.0,247628118.0,2973992297.0000005,0.014649784077769585
2020-01-22,5.65,5.73,5.6,5.71,67394500.0,382449595.0,2973992297.0000005,0.022661289361100182
2020-01-23,5.68,5.69,5.57,5.67,64874834.0,365265665.0,2973992297.0000005,0.021814055828403508
2020-02-03,5.38,5.56,5.21,5.5,176961451.0,953108932.0,2973992297.0000005,0.059502995746999396
2020-02-04,5.42,5.55,5.42,5.54,96911067.0,531487857.0,2973992297.0000005,0.03258618628493374
2020-02-05,5.51,5.54,5.46,5.5,85526603.0,470326376.0,2973992297.0000005,0.028758179059937217
2020-02-06,5.51,5.52,5.47,5.52,75845643.0,417002587.0,2973992297.0000005,0.02550297224256731
2020-02-07,5.5,5.5,5.45,5.5,84106442.0,460296388.0,2973992297.0000005,0.028280652268279895
2020-02-10,5.47,5.51,5.44,5.51,86279516.0,472076521.0,2973992297.0000005,0.02901134481317723
2020-02-11,5.49,5.53,5.47,5.51,45118758.0,248425927.0,2973992297.0000005,0.015171107889389397
2020-02-12,5.49,5.5,5.46,5.5,34954140.0,191802003.0,2973992297.0000005,0.011753271868007127
2020-02-13,5.5,5.51,5.46,5.5,47636304.0,261156710.0,2973992297.0000005,0.01601762857558605
2020-02-14,5.48,5.5,5.47,5.5,32497450.0,178394552.0,2973992297.0000005,0.010927213911341209
2020-02-17,5.49,5.56,5.48,5.56,72127754.0,398249470.0,2973992297.0000005,0.02425283820430823
2020-02-18,5.54,5.54,5.49,5.52,59786603.0,329300927.0,2973992297.0000005,0.020103146554989206
2020-02-19,5.5,5.52,5.49,5.5,38443822.0,211473228.0,2973992297.0000005,0.012926671679270994
