date,stock_code,eps,bps,roe,total_revenue,net_profit
2026-04-30,688009,0.05,4.521790649674,1.04,6495492102.72,521446986.96
2026-03-25,688009,0.34,4.470621006681,7.53,34677342703.76,3686410571.89
2025-10-29,688009,0.22,4.351055552904,4.7,21841639285.04,2284111472.98
2025-08-28,688009,0.15,4.281843458669,3.38,14729610611.89,1620509774.4
2025-04-30,688009,0.05,4.355289025261,1.16,6733566880.03,561678908.5
2025-03-29,688009,0.32,4.29894102779,7.34,32643648716.87,3494725837.36
2024-10-26,688009,0.22,4.21099717848,4.91,20939821082.89,2358597314.66
2024-08-29,688009,0.15,4.13680394066,3.42,14332258705.32,1599063876.43
2024-04-27,688009,0.06,4.217410532437,1.28,6547480136.78,604490948.26
2024-03-27,688009,0.32,4.156361524827,7.54,37087421909.11,3477326647.54
2023-10-28,688009,0.24,4.085574336895,5.58,24684253263.34,2566083697.03
2023-08-25,688009,0.17,4.010231138208,4.03,16666226171.84,1823846746.52
2023-04-29,688009,0.06,4.078604223721,1.49,7503134045.5,677962651.12
2023-03-24,688009,0.33,4.015836487627,8.17,40219614549.44,3633640258.62
2022-10-29,688009,0.25,3.92996591763,5.85,26944773894.9,2601196845.33
2022-08-30,688009,0.18,3.865167420573,4.25,18383362437.75,1934084073.92
2022-04-29,688009,0.06,3.909752799466,1.48,6941051579.25,648016868.11
2022-03-28,688009,0.3,3.848764279471,7.57,38358297108.78,3274672689.28
2021-10-28,688009,0.22,3.771879203028,5.57,25334693307.89,2409215855.8
2021-08-26,688009,0.16,3.717582532316,4.24,17864747289.3,1840504747.38
2021-04-30,688009,0.06,3.806583063243,1.42,6571740629.36,586246461.93
2021-03-29,688009,0.34,3.754877023904,9.09,40124476710.76,3819046319.02
2020-10-30,688009,0.24,3.653972200663,6.7,23924374284.37,2652145209.96
2020-08-31,688009,0.16,3.572340799251,4.23,14620778851.32,1774925442.85
2020-04-30,688009,0.04,3.66057922627,1.22,5149712076.31,504688841.19
2020-03-26,688009,0.38,3.618532796689,12.77,41646286792.57,3815874901.39
2019-10-30,688009,0.29,3.59360514537,9.54,28120912037.64,2812283039.65
2019-10-30,688009,0.27,,9.9,25548555188.58,2440712643.4
2019-08-27,688009,0.25,3.022407196528,7.62,20511577842.86,2267893086.86
2019-08-27,688009,0.23,,7.99,18907062293.51,1984028544.45
2019-07-02,688009,0.07,3.042131088396,2.31,7885358465.48,676450474.26
2019-07-02,688009,0.07,,,6865605711.58,621420962.89
2019-04-16,688009,0.35,2.463832065908,15.03,29770196558.84,3045000334.08
2019-04-16,688009,0.37,2.732599035345,14.09,34585933621.04,3222483597.72
2019-04-16,688009,0.38,2.970299693542,13.58,40012601322.24,3408545542.62
