date,开盘,最高,最低,收盘,成交量,成交额,流通股本,换手率
2019-11-18,7.5,9.0,7.5,9.0,160044.0,1437021.0,56900000.0,0.002812724077328647
2019-11-19,9.9,9.9,9.9,9.9,24864.0,246154.0,56900000.0,0.00043697715289982427
2019-11-20,10.89,10.89,10.89,10.89,42475.0,462553.0,56900000.0,0.0007464850615114235
2019-11-21,11.98,11.98,11.98,11.98,69286.0,830046.0,56900000.0,0.0012176801405975395
2019-11-22,13.18,13.18,13.18,13.18,156672.0,2064937.0,56900000.0,0.002753462214411248
2019-11-25,14.5,14.5,14.5,14.5,117689.0,1706491.0,56900000.0,0.002068347978910369
2019-11-26,15.95,15.95,15.95,15.95,242120.0,3861814.0,56900000.0,0.004255184534270651
2019-11-27,17.55,17.55,17.55,17.55,198578.0,3485044.0,56900000.0,0.003489947275922671
2019-11-28,19.31,19.31,19.31,19.31,300406.0,5800840.0,56900000.0,0.0052795430579964855
2019-11-29,21.24,21.24,21.24,21.24,613305.0,13026598.0,56900000.0,0.010778646748681899
2019-12-02,23.36,23.36,23.36,23.36,264947.0,6189162.0,56900000.0,0.004656362038664323
2019-12-03,25.7,25.7,25.7,25.7,304903.0,7836007.0,56900000.0,0.005358576449912127
2019-12-04,28.27,28.27,28.27,28.27,526667.0,14888876.0,56900000.0,0.009256010544815466
2019-12-05,31.1,31.1,31.1,31.1,3391061.0,105461997.0,56900000.0,0.05959685413005272
2019-12-06,34.21,34.21,34.21,34.21,2742592.0,93824072.0,56900000.0,0.04820021089630931
2019-12-09,36.97,37.63,36.04,37.63,31854767.0,1181112615.0,56900000.0,0.5598377328646749
2019-12-10,38.71,41.39,36.51,39.9,44174976.0,1709736144.0,56900000.0,0.7763616168717048
2019-12-11,38.85,43.8,38.85,40.3,35576392.0,1462269100.0,56900000.0,0.6252441476274165
2019-12-12,39.81,41.88,39.11,40.58,27952581.0,1133938848.0,56900000.0,0.49125801405975394
2019-12-13,42.7,44.2,40.7,41.46,34889061.0,1484103364.0,56900000.0,0.6131645166959578
2019-12-16,39.47,41.66,38.51,41.45,26396356.0,1055605923.0,56900000.0,0.4639078383128295
2019-12-17,41.1,45.6,40.76,42.83,33131806.0,1423550204.0,56900000.0,0.5822813005272408
2019-12-18,43.95,45.46,43.4,44.8,28662349.0,1271921682.0,56900000.0,0.5037319683655536
2019-12-19,43.49,43.82,41.2,41.5,22444981.0,955127457.0,56900000.0,0.39446363796133566
2019-12-20,42.0,42.79,39.0,39.18,20689712.0,851984147.0,56900000.0,0.3636153251318102
2019-12-23,38.78,43.1,38.78,43.1,24702127.0,1040458478.0,56900000.0,0.4341322847100176
2019-12-24,42.27,43.0,39.1,41.0,23842066.0,961442500.0,56900000.0,0.4190169771528998
2019-12-25,40.5,41.45,39.4,41.37,17777348.0,718947787.0,56900000.0,0.31243142355008785
2019-12-26,40.99,42.39,39.9,42.1,18479290.0,760238560.0,56900000.0,0.3247678383128295
2019-12-27,41.74,44.38,40.26,40.26,23816161.0,1002989462.0,56900000.0,0.41856170474516696
2019-12-30,39.1,40.19,36.38,38.54,17072006.0,656460015.0,56900000.0,0.30003525483304044
2019-12-31,38.47,39.2,37.61,37.88,12626857.0,483494283.0,56900000.0,0.22191312829525484
2020-01-02,39.0,41.18,38.8,39.39,17106588.0,681249828.0,56900000.0,0.30064302284710015
2020-01-03,39.8,43.0,39.78,41.91,21656490.0,899803263.0,56900000.0,0.380606151142355
2020-01-06,41.0,43.2,40.19,42.89,18434920.0,769328413.0,56900000.0,0.3239880492091388
2020-01-07,43.52,47.18,43.52,47.18,25161956.0,1165875445.0,56900000.0,0.44221363796133567
2020-01-08,45.88,46.74,44.2,44.9,19333153.0,877533270.0,56900000.0,0.3397742179261863
2020-01-09,46.39,47.56,44.7,45.71,15730378.0,726057680.0,56900000.0,0.2764565553602812
2020-01-10,45.68,45.68,42.96,43.51,13048020.0,572053526.0,56900000.0,0.22931493848857645
2020-01-13,43.2,44.68,42.01,44.6,9525699.0,413127955.0,56900000.0,0.16741123022847101
