date,stock_code,eps,bps,roe,total_revenue,net_profit
2026-04-30,002460,0.88,22.158040900747,4.02,9196158318.22,1837274971.24
2026-03-31,002460,0.8,21.531738372585,3.8,23081732746.32,1612980993.34
2025-10-29,002460,0.01,20.23233878068,0.06,14624798503.34,25520017.32
2025-08-23,002460,-0.27,19.939234515589,-1.29,8376096469.08,-531239266.4
2025-04-30,002460,-0.18,20.524722717386,-0.86,3771800382.54,-355829529.74
2025-03-29,002460,-1.03,20.713392328636,-4.6,18906402940.11,-2074013392.07
2024-10-31,002460,-0.32,21.800046629483,-1.38,13925192758.32,-640389644.06
2024-08-29,002460,-0.38,21.965702697391,-1.63,9588814082.87,-760376878.19
2024-04-30,002460,-0.22,23.784975210012,-0.93,5057894510.44,-438901866.58
2024-03-29,002460,2.46,23.316903791065,10.84,32971680169.96,4946809503.79
2023-10-31,002460,2.98,24.047947231815,13.24,25681961591.04,6009847045.29
2023-08-30,002460,2.9,24.013851749875,12.36,18145236236.49,5850186574.51
2023-04-28,002460,1.19,22.912570607324,5.31,9438229716.32,2396600665.19
2023-03-30,002460,10.18,21.835417455222,61.41,41822508877.5,20503567858.85
2022-10-31,002460,7.35,19.23546418023,48.44,27611656306.11,14794841018.06
2022-08-31,002460,3.6,20.954152533552,27.81,14443608956.77,7253519234.68
2022-04-27,002460,1.75,17.605197727482,14.92,5365267017.62,3525082984.72
2022-03-31,002460,2.67,15.230658117843,31.04,11162214421.21,5228404716.53
2021-10-27,002460,1.77,13.445106591917,16.8,7053758123.88,2472792255.27
2021-08-31,002460,0.74,12.658559319014,11.43,4064281030.32,1416651740.28
2021-04-29,002460,0.36,8.425660001269,4.34,1606822673.47,476096554.72
2021-03-31,002460,0.79,7.554880272142,11.07,5523986077.27,1024658530.56
2020-10-30,002460,0.25,6.964321674331,3.54,3892964913.58,330482914.66
2020-08-26,002460,0.12,6.22066910498,1.85,2386921687.59,156485197.24
2020-04-30,002460,0.01,6.360822559603,0.09,1078841300.29,7746065.51
2020-04-24,002460,0.28,6.304819684219,4.38,5341720203.72,358070976.45
2019-10-29,002460,0.25,6.120898079904,4.05,4210504096.79,329165317.99
2019-08-29,002460,0.23,5.920913321336,3.65,2822411151.09,295788787.75
2019-04-30,002460,0.22,6.037242162938,3.15,1329903169.35,252728978.02
2019-03-29,002460,1.18,5.958582500354,25.85,5003882888.26,1341340787.55
2018-10-30,002460,0.86,4.225122650187,20.33,3593501018.05,972364084.38
2018-08-21,002460,0.66,3.93242253642,16.46,2331805272.32,725526739.61
2018-04-24,002460,0.21,5.516306256024,5.71,1050092864.25,237919926.58
2018-04-02,002460,1.32,5.165345668116,46.37,4383446140.42,1469078129.3
2017-10-25,002460,0.9,4.161877405845,35.69,2841996320.57,1003530247.33
2017-08-24,002460,0.54,3.710030774084,22.59,1625257048.81,607378846.34
2017-04-28,002460,0.18,3.475091724805,5.35,625153235.43,136451697.76
2017-04-12,002460,0.17,4.982662228953,6.69,1353924754.93,125154019.34
2017-04-12,002460,0.62,3.305836611788,21.76,2844120347.65,464365096.17
2016-10-25,002460,0.64,3.014345598635,23.28,2022588042.21,485803836.5
2016-08-23,002460,0.37,2.759956373249,13.8,1343214543.46,278154962.66
2016-04-26,002460,0.14,5.290873130744,5.53,663266163.45,107417530.67
2015-10-29,002460,0.12,4.778829315296,5.68,867084848.39,84582709.4
2015-08-24,002460,0.07,3.942650074204,3.61,544399430.57,51018471.19
2015-04-24,002460,0.07,3.962736927643,1.53,229527355.82,24160540.36
2015-04-14,002460,0.24,3.889337624921,5.47,869480146.97,85727369.95
2014-10-25,002460,0.17,3.876199696578,4.38,629391598.77,59807782.7
2014-08-19,002460,0.11,7.775990564615,2.82,406929845.97,39132283.46
2014-04-29,002460,0.055,7.656099716031,1.44,177791382.08,19653001.51
2014-04-15,002460,0.25,7.370516483747,8.09,686267000.36,74123526.67
