date,stock_code,eps,bps,roe,total_revenue,net_profit
2026-04-25,601872,0.34,5.580657809106,6.28,8556013852.97,2763413437.55
2026-03-27,601872,0.74,5.326077989785,14.55,28177211131.95,6012096267.97
2025-10-30,601872,0.41,5.049980062068,8.11,19309934744.59,3299888043.04
2025-08-28,601872,0.26,5.010928276825,5.28,12584631566.78,2124568286.95
2025-04-30,601872,0.11,4.989855378952,2.14,5595174511.35,865440837.28
2025-03-28,601872,0.63,4.917072056816,13.21,25799279395.2,5107447941.27
2024-10-29,601872,0.41,4.581778048459,8.93,19296219583.57,3369179428.06
2024-08-29,601872,0.31,4.629156721278,6.53,13234502985.71,2496931505.79
2024-04-30,601872,0.17,4.710421304652,3.66,6253796627.12,1375236215.25
2024-03-28,601872,0.6,4.529959591937,13.25,25881013078.04,4836966617.91
2023-10-31,601872,0.46,4.453841564183,10.77,19022530985.27,3758225049.19
2023-08-29,601872,0.34,4.347020017469,7.93,12990062084.72,2770709827.34
2023-04-29,601872,0.14,4.164165624465,3.35,5883160023.71,1121511970.8
2023-03-30,601872,0.61,4.067183108808,17.11,29708405329.45,5087408654.19
2022-10-20,601872,0.48,3.95074332148,13.21,21579217577.68,3866688047.42
2022-08-31,601872,0.36,3.65269402096,10.32,13727267927.59,2890186027.2
2022-04-30,601872,0.16,3.4208234624,4.82,6095762604.62,1305149092.35
2022-03-28,601872,0.48,3.256485082027,12.54,24412230326.4,3609069039.18
2021-10-30,601872,0.35,3.228957349663,8.31,16630404618.7,2326809621.1
2021-08-26,601872,0.21,3.159143026206,5.27,10379966488.24,1402690407.84
2021-04-29,601872,0.09,3.850394939477,2.2,4466643506.79,577880477.93
2021-03-26,601872,0.45,3.858815651359,10.38,21610397166.45,3019754430.97
2020-10-31,601872,0.59,4.108740087931,13.69,14205224063.45,3980197964.89
2020-08-28,601872,0.45,4.084409999789,10.95,10354724905.21,3046044097.22
2020-04-30,601872,0.19,3.925513234597,4.99,4783156256.76,1268272087.61
2020-04-03,601872,0.32,4.052551903503,8.48,18609358690.57,1932766598.72
2019-10-30,601872,0.18,3.492343771199,4.76,13082117545.85,1054623846.66
2019-08-29,601872,0.1,3.363685977224,2.87,7561156524.11,636286780.16
2019-04-30,601872,0.06,3.334381260463,1.71,3679720755.53,349488060.31
2019-04-11,601872,0.19,3.339939365316,1.62,10931097409.67,1166993927.15
2018-10-30,601872,0.0804,3.218715482669,1.66,7318988426.06,439917588.42
2018-08-30,601872,0.06,2.923757730611,1.76,4617345812.71,315903535.92
2018-04-26,601872,0.02,2.788340462801,0.79,2328138041.31,149838728.62
2018-03-28,601872,0.14,3.176114061113,4.85,9606810654.16,844747055.75
2017-10-27,601872,0.162,2.931204025588,5.1,6956419705.47,844196235.29
2017-08-30,601872,0.0976,3.048615062607,3.22,3267676320.53,517148286.84
2017-04-26,601872,0.06,3.056680821264,1.88,1760484406.16,302308151.97
2017-03-31,601872,0.33,3.013357073203,10.28,6025067278.81,1729968663.63
2016-10-28,601872,0.3339,2.920985803895,12.08,4468429794.77,1769269178.5
2016-08-29,601872,0.2967,2.866391772293,10.75,3163176793.83,1572171178.57
2016-04-22,601872,0.08,2.650517602353,3.03,1654428076.74,419838303.75
2016-03-24,601872,0.23,2.584718903577,10.01,6157025503.45,1153680092.22
2015-10-28,601872,0.3354,2.627727229895,14.54,4551023830.88,1626654348.85
2015-08-15,601872,0.1183,2.234138762026,5.39,2881323172.55,558336871.75
2015-04-29,601872,0.05,2.184938364742,2.21,1361973069.24,225043106.28
2015-03-24,601872,0.04,2.137354356474,2.0,2602150349.41,200264205.26
2014-10-28,601872,0.0663,2.169841185326,3.11,1761438893.33,313069648.16
2014-08-28,601872,0.0537,2.157687994561,2.52,1190736499.31,253547664.12
2014-04-10,601872,0.04,2.145705617096,1.83,660438390.7,183521000.83
2014-03-25,601872,-0.46,2.096771744317,-18.91,2566876946.9,-2183523287.83
